"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Derivatization]"	"Term Source REF"	"Term Accession Number"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Scan m/z range]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Native spectrum identifier format]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Data file content]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Data file checksum type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Raw data file format]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument manufacturer]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument software]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Number of scans]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Time range]"	"Unit"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Parameter Value[Data Transformation software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Injection Order]"	"Term Source REF"	"Term Accession Number"
"CM__AZ2"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"AZ2"	"cardiomyocytes/RP_C18_positive/AZ2.raw"	"Data transformation"	""	"cardiomyocytes/RP_C18_positive/AZ2.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"27"	""	""
"CM__AZ10"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"AZ10"	"cardiomyocytes/RP_C18_positive/AZ10.raw"	"Data transformation"	""	"cardiomyocytes/RP_C18_positive/AZ10.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"28"	""	""
"CM__AZ17"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"AZ17"	"cardiomyocytes/RP_C18_positive/AZ17.raw"	"Data transformation"	""	"cardiomyocytes/RP_C18_positive/AZ17.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"29"	""	""
"CM__QC_cell_11"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"QC_cell_11"	"cardiomyocytes/RP_C18_positive/QC_cell_11.raw"	"Data transformation"	""	"cardiomyocytes/RP_C18_positive/QC_cell_11.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"30"	""	""
"CM__QC_cell_12"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"QC_cell_12"	"cardiomyocytes/RP_C18_positive/QC_cell_12.raw"	"Data transformation"	""	"cardiomyocytes/RP_C18_positive/QC_cell_12.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"31"	""	""
"CM__QC_cell_13_MSMS"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"QC_cell_13_MSMS"	"cardiomyocytes/RP_C18_positive/QC_cell_13_MSMS.raw"	"Data transformation"	""	"cardiomyocytes/RP_C18_positive/QC_cell_13_MSMS.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"32"	""	""
"CM__QC_cell_14_MSMS"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"QC_cell_14_MSMS"	"cardiomyocytes/RP_C18_positive/QC_cell_14_MSMS.raw"	"Data transformation"	""	"cardiomyocytes/RP_C18_positive/QC_cell_14_MSMS.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"33"	""	""
"CM__QC_cell_15_MSMS"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"QC_cell_15_MSMS"	"cardiomyocytes/RP_C18_positive/QC_cell_15_MSMS.raw"	"Data transformation"	""	"cardiomyocytes/RP_C18_positive/QC_cell_15_MSMS.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"34"	""	""
"CM__blank_cell_end"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"blank_cell_end"	"cardiomyocytes/RP_C18_positive/blank_cell_end.raw"	"Data transformation"	""	"cardiomyocytes/RP_C18_positive/blank_cell_end.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"35"	""	""
"CT__QC1"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"QC01"	"rat_cardiac_tissue/RP_C18_positive/QC01.raw"	"Data transformation"	""	"rat_cardiac_tissue/RP_C18_positive/QC01.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"1"	""	""
"CT__QC2"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"QC02"	"rat_cardiac_tissue/RP_C18_positive/QC02.raw"	"Data transformation"	""	"rat_cardiac_tissue/RP_C18_positive/QC02.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"2"	""	""
"CT__QC3"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"QC03"	"rat_cardiac_tissue/RP_C18_positive/QC03.raw"	"Data transformation"	""	"rat_cardiac_tissue/RP_C18_positive/QC03.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"3"	""	""
"CT__QC4"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"QC04"	"rat_cardiac_tissue/RP_C18_positive/QC04.raw"	"Data transformation"	""	"rat_cardiac_tissue/RP_C18_positive/QC04.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"4"	""	""
"CT__extract_blank_start"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"extract_blank_start"	"rat_cardiac_tissue/RP_C18_positive/extract_blank_start.raw"	"Data transformation"	""	"rat_cardiac_tissue/RP_C18_positive/extract_blank_start.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"5"	""	""
"CT__QC5"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"QC05"	"rat_cardiac_tissue/RP_C18_positive/QC05.raw"	"Data transformation"	""	"rat_cardiac_tissue/RP_C18_positive/QC05.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"6"	""	""
"CT__QC_6_MSMS"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"QC06_MSMS_200_400"	"rat_cardiac_tissue/RP_C18_positive/QC_06_MSMS_200_400.raw"	"Data transformation"	""	"rat_cardiac_tissue/RP_C18_positive/QC_06_MSMS_200_400.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"7"	""	""
